time_id,year,month,quarter,season
334,2018,10,q4,fall
335,2018,11,q4,fall
336,2018,12,q4,winter
337,2019,1,q1,winter
338,2019,2,q1,winter
339,2019,3,q1,spring
340,2019,4,q2,spring
341,2019,5,q2,spring
342,2019,6,q2,summer
343,2019,7,q3,summer
344,2019,8,q3,summer
345,2019,9,q3,fall
346,2019,10,q4,fall
347,2019,11,q4,fall
348,2019,12,q4,winter
349,2020,1,q1,winter
350,2020,2,q1,winter
351,2020,3,q1,spring
352,2020,4,q2,spring
353,2020,5,q2,spring
354,2020,6,q2,summer
355,2020,7,q3,summer
356,2020,8,q3,summer
357,2020,9,q3,fall
358,2020,10,q4,fall
359,2020,11,q4,fall
360,2020,12,q4,winter
361,2021,1,q1,winter
362,2021,2,q1,winter
363,2021,3,q1,spring
364,2021,4,q2,spring
365,2021,5,q2,spring
366,2021,6,q2,summer
367,2021,7,q3,summer
368,2021,8,q3,summer
369,2021,9,q3,fall
370,2021,10,q4,fall
371,2021,11,q4,fall
372,2021,12,q4,winter
373,2022,1,q1,winter
374,2022,2,q1,winter
375,2022,3,q1,spring
376,2022,4,q2,spring
377,2022,5,q2,spring
378,2022,6,q2,summer
379,2022,7,q3,summer
380,2022,8,q3,summer
381,2022,9,q3,fall
382,2022,10,q4,fall
383,2022,11,q4,fall
384,2022,12,q4,winter
385,2023,1,q1,winter
386,2023,2,q1,winter
387,2023,3,q1,spring
388,2023,4,q2,spring
389,2023,5,q2,spring
390,2023,6,q2,summer
391,2023,7,q3,summer
392,2023,8,q3,summer
393,2023,9,q3,fall
394,2023,10,q4,fall
395,2023,11,q4,fall
396,2023,12,q4,winter
397,2024,1,q1,winter
398,2024,2,q1,winter
399,2024,3,q1,spring
400,2024,4,q2,spring
401,2024,5,q2,spring
402,2024,6,q2,summer
403,2024,7,q3,summer
404,2024,8,q3,summer
405,2024,9,q3,fall
406,2024,10,q4,fall
407,2024,11,q4,fall
408,2024,12,q4,winter
409,2025,1,q1,winter
410,2025,2,q1,winter
411,2025,3,q1,spring
412,2025,4,q2,spring
413,2025,5,q2,spring
414,2025,6,q2,summer
415,2025,7,q3,summer
416,2025,8,q3,summer
417,2025,9,q3,fall
418,2025,10,q4,fall
419,2025,11,q4,fall
420,2025,12,q4,winter
421,2026,1,q1,winter
422,2026,2,q1,winter
423,2026,3,q1,spring
424,2026,4,q2,spring
425,2026,5,q2,spring
426,2026,6,q2,summer
427,2026,7,q3,summer
428,2026,8,q3,summer
429,2026,9,q3,fall
430,2026,10,q4,fall
431,2026,11,q4,fall
432,2026,12,q4,winter
433,2027,1,q1,winter
434,2027,2,q1,winter
435,2027,3,q1,spring
436,2027,4,q2,spring
437,2027,5,q2,spring
438,2027,6,q2,summer
439,2027,7,q3,summer
440,2027,8,q3,summer
441,2027,9,q3,fall
442,2027,10,q4,fall
443,2027,11,q4,fall
444,2027,12,q4,winter
445,2028,1,q1,winter
446,2028,2,q1,winter
447,2028,3,q1,spring
448,2028,4,q2,spring
449,2028,5,q2,spring
450,2028,6,q2,summer
451,2028,7,q3,summer
452,2028,8,q3,summer
453,2028,9,q3,fall
454,2028,10,q4,fall
455,2028,11,q4,fall
456,2028,12,q4,winter
457,2029,1,q1,winter
458,2029,2,q1,winter
459,2029,3,q1,spring
460,2029,4,q2,spring
461,2029,5,q2,spring
462,2029,6,q2,summer
463,2029,7,q3,summer
464,2029,8,q3,summer
465,2029,9,q3,fall
466,2029,10,q4,fall
467,2029,11,q4,fall
468,2029,12,q4,winter
469,2030,1,q1,winter
470,2030,2,q1,winter
471,2030,3,q1,spring
472,2030,4,q2,spring
473,2030,5,q2,spring
474,2030,6,q2,summer
475,2030,7,q3,summer
476,2030,8,q3,summer
477,2030,9,q3,fall
478,2030,10,q4,fall
479,2030,11,q4,fall
480,2030,12,q4,winter
481,2031,1,q1,winter
482,2031,2,q1,winter
483,2031,3,q1,spring
484,2031,4,q2,spring
485,2031,5,q2,spring
486,2031,6,q2,summer
487,2031,7,q3,summer
488,2031,8,q3,summer
489,2031,9,q3,fall
490,2031,10,q4,fall
491,2031,11,q4,fall
492,2031,12,q4,winter
493,2032,1,q1,winter
494,2032,2,q1,winter
495,2032,3,q1,spring
496,2032,4,q2,spring
497,2032,5,q2,spring
498,2032,6,q2,summer
499,2032,7,q3,summer
500,2032,8,q3,summer
501,2032,9,q3,fall
502,2032,10,q4,fall
503,2032,11,q4,fall
504,2032,12,q4,winter
505,2033,1,q1,winter
506,2033,2,q1,winter
507,2033,3,q1,spring
508,2033,4,q2,spring
509,2033,5,q2,spring
510,2033,6,q2,summer
511,2033,7,q3,summer
512,2033,8,q3,summer
513,2033,9,q3,fall
514,2033,10,q4,fall
515,2033,11,q4,fall
516,2033,12,q4,winter
517,2034,1,q1,winter
518,2034,2,q1,winter
519,2034,3,q1,spring
520,2034,4,q2,spring
521,2034,5,q2,spring
522,2034,6,q2,summer
523,2034,7,q3,summer
524,2034,8,q3,summer
525,2034,9,q3,fall
526,2034,10,q4,fall
527,2034,11,q4,fall
528,2034,12,q4,winter
529,2035,1,q1,winter
530,2035,2,q1,winter
531,2035,3,q1,spring
532,2035,4,q2,spring
533,2035,5,q2,spring
534,2035,6,q2,summer
535,2035,7,q3,summer
536,2035,8,q3,summer
537,2035,9,q3,fall
538,2035,10,q4,fall
539,2035,11,q4,fall
540,2035,12,q4,winter
541,2036,1,q1,winter
542,2036,2,q1,winter
543,2036,3,q1,spring
544,2036,4,q2,spring
545,2036,5,q2,spring
546,2036,6,q2,summer
547,2036,7,q3,summer
548,2036,8,q3,summer
549,2036,9,q3,fall
550,2036,10,q4,fall
551,2036,11,q4,fall
552,2036,12,q4,winter
553,2037,1,q1,winter
554,2037,2,q1,winter
555,2037,3,q1,spring
556,2037,4,q2,spring
557,2037,5,q2,spring
558,2037,6,q2,summer
559,2037,7,q3,summer
560,2037,8,q3,summer
561,2037,9,q3,fall
562,2037,10,q4,fall
563,2037,11,q4,fall
564,2037,12,q4,winter
565,2038,1,q1,winter
566,2038,2,q1,winter
567,2038,3,q1,spring
568,2038,4,q2,spring
569,2038,5,q2,spring
570,2038,6,q2,summer
571,2038,7,q3,summer
572,2038,8,q3,summer
573,2038,9,q3,fall
574,2038,10,q4,fall
575,2038,11,q4,fall
576,2038,12,q4,winter
577,2039,1,q1,winter
578,2039,2,q1,winter
579,2039,3,q1,spring
580,2039,4,q2,spring
581,2039,5,q2,spring
582,2039,6,q2,summer
583,2039,7,q3,summer
584,2039,8,q3,summer
585,2039,9,q3,fall
586,2039,10,q4,fall
587,2039,11,q4,fall
588,2039,12,q4,winter
589,2040,1,q1,winter
590,2040,2,q1,winter
591,2040,3,q1,spring
592,2040,4,q2,spring
593,2040,5,q2,spring
594,2040,6,q2,summer
595,2040,7,q3,summer
596,2040,8,q3,summer
597,2040,9,q3,fall
598,2040,10,q4,fall
599,2040,11,q4,fall
600,2040,12,q4,winter
601,2041,1,q1,winter
602,2041,2,q1,winter
603,2041,3,q1,spring
604,2041,4,q2,spring
605,2041,5,q2,spring
606,2041,6,q2,summer
607,2041,7,q3,summer
608,2041,8,q3,summer
609,2041,9,q3,fall
610,2041,10,q4,fall
611,2041,11,q4,fall
612,2041,12,q4,winter
613,2042,1,q1,winter
614,2042,2,q1,winter
615,2042,3,q1,spring
616,2042,4,q2,spring
617,2042,5,q2,spring
618,2042,6,q2,summer
619,2042,7,q3,summer
620,2042,8,q3,summer
621,2042,9,q3,fall
622,2042,10,q4,fall
623,2042,11,q4,fall
624,2042,12,q4,winter
625,2043,1,q1,winter
626,2043,2,q1,winter
627,2043,3,q1,spring
628,2043,4,q2,spring
629,2043,5,q2,spring
630,2043,6,q2,summer
631,2043,7,q3,summer
632,2043,8,q3,summer
633,2043,9,q3,fall
634,2043,10,q4,fall
635,2043,11,q4,fall
636,2043,12,q4,winter
637,2044,1,q1,winter
638,2044,2,q1,winter
639,2044,3,q1,spring
640,2044,4,q2,spring
641,2044,5,q2,spring
642,2044,6,q2,summer
643,2044,7,q3,summer
644,2044,8,q3,summer
645,2044,9,q3,fall
646,2044,10,q4,fall
647,2044,11,q4,fall
648,2044,12,q4,winter
649,2045,1,q1,winter
650,2045,2,q1,winter
651,2045,3,q1,spring
652,2045,4,q2,spring
653,2045,5,q2,spring
654,2045,6,q2,summer
655,2045,7,q3,summer
656,2045,8,q3,summer
657,2045,9,q3,fall
658,2045,10,q4,fall
659,2045,11,q4,fall
660,2045,12,q4,winter
661,2046,1,q1,winter
662,2046,2,q1,winter
663,2046,3,q1,spring
664,2046,4,q2,spring
665,2046,5,q2,spring
666,2046,6,q2,summer
667,2046,7,q3,summer
668,2046,8,q3,summer
669,2046,9,q3,fall
670,2046,10,q4,fall
671,2046,11,q4,fall
672,2046,12,q4,winter
673,2047,1,q1,winter
674,2047,2,q1,winter
675,2047,3,q1,spring
676,2047,4,q2,spring
677,2047,5,q2,spring
678,2047,6,q2,summer
679,2047,7,q3,summer
680,2047,8,q3,summer
681,2047,9,q3,fall
682,2047,10,q4,fall
683,2047,11,q4,fall
684,2047,12,q4,winter
685,2048,1,q1,winter
686,2048,2,q1,winter
687,2048,3,q1,spring
688,2048,4,q2,spring
689,2048,5,q2,spring
690,2048,6,q2,summer
691,2048,7,q3,summer
692,2048,8,q3,summer
693,2048,9,q3,fall
694,2048,10,q4,fall
695,2048,11,q4,fall
696,2048,12,q4,winter
697,2049,1,q1,winter
698,2049,2,q1,winter
699,2049,3,q1,spring
700,2049,4,q2,spring
701,2049,5,q2,spring
702,2049,6,q2,summer
703,2049,7,q3,summer
704,2049,8,q3,summer
705,2049,9,q3,fall
706,2049,10,q4,fall
707,2049,11,q4,fall
708,2049,12,q4,winter
709,2050,1,q1,winter
710,2050,2,q1,winter
711,2050,3,q1,spring
712,2050,4,q2,spring
713,2050,5,q2,spring
714,2050,6,q2,summer
715,2050,7,q3,summer
716,2050,8,q3,summer
717,2050,9,q3,fall
718,2050,10,q4,fall
719,2050,11,q4,fall
720,2050,12,q4,winter
721,2051,1,q1,winter
722,2051,2,q1,winter
723,2051,3,q1,spring
724,2051,4,q2,spring
725,2051,5,q2,spring
726,2051,6,q2,summer
727,2051,7,q3,summer
728,2051,8,q3,summer
729,2051,9,q3,fall
730,2051,10,q4,fall
731,2051,11,q4,fall
732,2051,12,q4,winter
733,2052,1,q1,winter
734,2052,2,q1,winter
735,2052,3,q1,spring
736,2052,4,q2,spring
737,2052,5,q2,spring
738,2052,6,q2,summer
739,2052,7,q3,summer
740,2052,8,q3,summer
741,2052,9,q3,fall
742,2052,10,q4,fall
743,2052,11,q4,fall
744,2052,12,q4,winter
745,2053,1,q1,winter
746,2053,2,q1,winter
747,2053,3,q1,spring
748,2053,4,q2,spring
749,2053,5,q2,spring
750,2053,6,q2,summer
751,2053,7,q3,summer
752,2053,8,q3,summer
753,2053,9,q3,fall
754,2053,10,q4,fall
755,2053,11,q4,fall
756,2053,12,q4,winter
757,2054,1,q1,winter
758,2054,2,q1,winter
759,2054,3,q1,spring
760,2054,4,q2,spring
761,2054,5,q2,spring
762,2054,6,q2,summer
763,2054,7,q3,summer
764,2054,8,q3,summer
765,2054,9,q3,fall
766,2054,10,q4,fall
767,2054,11,q4,fall
768,2054,12,q4,winter
769,2055,1,q1,winter
770,2055,2,q1,winter
771,2055,3,q1,spring
772,2055,4,q2,spring
773,2055,5,q2,spring
774,2055,6,q2,summer
775,2055,7,q3,summer
776,2055,8,q3,summer
777,2055,9,q3,fall
778,2055,10,q4,fall
779,2055,11,q4,fall
780,2055,12,q4,winter
781,2056,1,q1,winter
782,2056,2,q1,winter
783,2056,3,q1,spring
784,2056,4,q2,spring
785,2056,5,q2,spring
786,2056,6,q2,summer
787,2056,7,q3,summer
788,2056,8,q3,summer
789,2056,9,q3,fall
790,2056,10,q4,fall
791,2056,11,q4,fall
792,2056,12,q4,winter
793,2057,1,q1,winter
794,2057,2,q1,winter
795,2057,3,q1,spring
796,2057,4,q2,spring
797,2057,5,q2,spring
798,2057,6,q2,summer
799,2057,7,q3,summer
800,2057,8,q3,summer
801,2057,9,q3,fall
802,2057,10,q4,fall
803,2057,11,q4,fall
804,2057,12,q4,winter
805,2058,1,q1,winter
806,2058,2,q1,winter
807,2058,3,q1,spring
808,2058,4,q2,spring
809,2058,5,q2,spring
810,2058,6,q2,summer
811,2058,7,q3,summer
812,2058,8,q3,summer
813,2058,9,q3,fall
814,2058,10,q4,fall
815,2058,11,q4,fall
816,2058,12,q4,winter
817,2059,1,q1,winter
818,2059,2,q1,winter
819,2059,3,q1,spring
820,2059,4,q2,spring
821,2059,5,q2,spring
822,2059,6,q2,summer
823,2059,7,q3,summer
824,2059,8,q3,summer
825,2059,9,q3,fall
826,2059,10,q4,fall
827,2059,11,q4,fall
828,2059,12,q4,winter
829,2060,1,q1,winter
830,2060,2,q1,winter
831,2060,3,q1,spring
832,2060,4,q2,spring
833,2060,5,q2,spring
834,2060,6,q2,summer
835,2060,7,q3,summer
836,2060,8,q3,summer
837,2060,9,q3,fall
838,2060,10,q4,fall
839,2060,11,q4,fall
840,2060,12,q4,winter
841,2061,1,q1,winter
842,2061,2,q1,winter
843,2061,3,q1,spring
844,2061,4,q2,spring
845,2061,5,q2,spring
846,2061,6,q2,summer
847,2061,7,q3,summer
848,2061,8,q3,summer
849,2061,9,q3,fall
850,2061,10,q4,fall
851,2061,11,q4,fall
852,2061,12,q4,winter
853,2062,1,q1,winter
854,2062,2,q1,winter
855,2062,3,q1,spring
856,2062,4,q2,spring
857,2062,5,q2,spring
858,2062,6,q2,summer
859,2062,7,q3,summer
860,2062,8,q3,summer
861,2062,9,q3,fall
862,2062,10,q4,fall
863,2062,11,q4,fall
864,2062,12,q4,winter
865,2063,1,q1,winter
866,2063,2,q1,winter
867,2063,3,q1,spring
868,2063,4,q2,spring
869,2063,5,q2,spring
870,2063,6,q2,summer
871,2063,7,q3,summer
872,2063,8,q3,summer
873,2063,9,q3,fall
874,2063,10,q4,fall
875,2063,11,q4,fall
876,2063,12,q4,winter
877,2064,1,q1,winter
878,2064,2,q1,winter
879,2064,3,q1,spring
880,2064,4,q2,spring
881,2064,5,q2,spring
882,2064,6,q2,summer
883,2064,7,q3,summer
884,2064,8,q3,summer
885,2064,9,q3,fall
886,2064,10,q4,fall
887,2064,11,q4,fall
888,2064,12,q4,winter
889,2065,1,q1,winter
890,2065,2,q1,winter
891,2065,3,q1,spring
892,2065,4,q2,spring
893,2065,5,q2,spring
894,2065,6,q2,summer
895,2065,7,q3,summer
896,2065,8,q3,summer
897,2065,9,q3,fall
898,2065,10,q4,fall
899,2065,11,q4,fall
900,2065,12,q4,winter
901,2066,1,q1,winter
902,2066,2,q1,winter
903,2066,3,q1,spring
904,2066,4,q2,spring
905,2066,5,q2,spring
906,2066,6,q2,summer
907,2066,7,q3,summer
908,2066,8,q3,summer
909,2066,9,q3,fall
910,2066,10,q4,fall
911,2066,11,q4,fall
912,2066,12,q4,winter
913,2067,1,q1,winter
914,2067,2,q1,winter
915,2067,3,q1,spring
916,2067,4,q2,spring
917,2067,5,q2,spring
918,2067,6,q2,summer
919,2067,7,q3,summer
920,2067,8,q3,summer
921,2067,9,q3,fall
922,2067,10,q4,fall
923,2067,11,q4,fall
924,2067,12,q4,winter
925,2068,1,q1,winter
926,2068,2,q1,winter
927,2068,3,q1,spring
928,2068,4,q2,spring
929,2068,5,q2,spring
930,2068,6,q2,summer
931,2068,7,q3,summer
932,2068,8,q3,summer
933,2068,9,q3,fall
934,2068,10,q4,fall
935,2068,11,q4,fall
936,2068,12,q4,winter
937,2069,1,q1,winter
938,2069,2,q1,winter
939,2069,3,q1,spring
940,2069,4,q2,spring
941,2069,5,q2,spring
942,2069,6,q2,summer
943,2069,7,q3,summer
944,2069,8,q3,summer
945,2069,9,q3,fall
946,2069,10,q4,fall
947,2069,11,q4,fall
948,2069,12,q4,winter
949,2070,1,q1,winter
950,2070,2,q1,winter
951,2070,3,q1,spring
952,2070,4,q2,spring
953,2070,5,q2,spring
954,2070,6,q2,summer
955,2070,7,q3,summer
956,2070,8,q3,summer
957,2070,9,q3,fall
958,2070,10,q4,fall
959,2070,11,q4,fall
960,2070,12,q4,winter
961,2071,1,q1,winter
962,2071,2,q1,winter
963,2071,3,q1,spring
964,2071,4,q2,spring
965,2071,5,q2,spring
966,2071,6,q2,summer
967,2071,7,q3,summer
968,2071,8,q3,summer
969,2071,9,q3,fall
970,2071,10,q4,fall
971,2071,11,q4,fall
972,2071,12,q4,winter
973,2072,1,q1,winter
974,2072,2,q1,winter
975,2072,3,q1,spring
976,2072,4,q2,spring
977,2072,5,q2,spring
978,2072,6,q2,summer
979,2072,7,q3,summer
980,2072,8,q3,summer
981,2072,9,q3,fall
982,2072,10,q4,fall
983,2072,11,q4,fall
984,2072,12,q4,winter
985,2073,1,q1,winter
986,2073,2,q1,winter
987,2073,3,q1,spring
988,2073,4,q2,spring
989,2073,5,q2,spring
990,2073,6,q2,summer
991,2073,7,q3,summer
992,2073,8,q3,summer
993,2073,9,q3,fall
994,2073,10,q4,fall
995,2073,11,q4,fall
996,2073,12,q4,winter
997,2074,1,q1,winter
998,2074,2,q1,winter
999,2074,3,q1,spring
1000,2074,4,q2,spring
1001,2074,5,q2,spring
1002,2074,6,q2,summer
1003,2074,7,q3,summer
1004,2074,8,q3,summer
1005,2074,9,q3,fall
1006,2074,10,q4,fall
1007,2074,11,q4,fall
1008,2074,12,q4,winter
1009,2075,1,q1,winter
1010,2075,2,q1,winter
1011,2075,3,q1,spring
1012,2075,4,q2,spring
1013,2075,5,q2,spring
1014,2075,6,q2,summer
1015,2075,7,q3,summer
1016,2075,8,q3,summer
1017,2075,9,q3,fall
1018,2075,10,q4,fall
1019,2075,11,q4,fall
1020,2075,12,q4,winter
1021,2076,1,q1,winter
1022,2076,2,q1,winter
1023,2076,3,q1,spring
1024,2076,4,q2,spring
1025,2076,5,q2,spring
1026,2076,6,q2,summer
1027,2076,7,q3,summer
1028,2076,8,q3,summer
1029,2076,9,q3,fall
1030,2076,10,q4,fall
1031,2076,11,q4,fall
1032,2076,12,q4,winter
1033,2077,1,q1,winter
1034,2077,2,q1,winter
1035,2077,3,q1,spring
1036,2077,4,q2,spring
1037,2077,5,q2,spring
1038,2077,6,q2,summer
1039,2077,7,q3,summer
1040,2077,8,q3,summer
1041,2077,9,q3,fall
1042,2077,10,q4,fall
1043,2077,11,q4,fall
1044,2077,12,q4,winter
1045,2078,1,q1,winter
1046,2078,2,q1,winter
1047,2078,3,q1,spring
1048,2078,4,q2,spring
1049,2078,5,q2,spring
1050,2078,6,q2,summer
1051,2078,7,q3,summer
1052,2078,8,q3,summer
1053,2078,9,q3,fall
1054,2078,10,q4,fall
1055,2078,11,q4,fall
1056,2078,12,q4,winter
1057,2079,1,q1,winter
1058,2079,2,q1,winter
1059,2079,3,q1,spring
1060,2079,4,q2,spring
1061,2079,5,q2,spring
1062,2079,6,q2,summer
1063,2079,7,q3,summer
1064,2079,8,q3,summer
1065,2079,9,q3,fall
1066,2079,10,q4,fall
1067,2079,11,q4,fall
1068,2079,12,q4,winter
1069,2080,1,q1,winter
